State,Starting Colonies,Maximum Colonies,Lost Colonies,Percent Loss,Added Colonies,Renovated Colonies,Percent Renovated,Year,loss_rate,quarter_label,Season,Region,year_extract_colony,Varroa Mites (Percent),Other pests and parasites (Percent),Diseases (percent),Pesticides (percent),Other (percent),Unknown (percent),year_extract_stressor
Maryland,8000.0,8000.0,2300.0,29.0,30.0,10.0,,2019-Q1,28.749999999999996,Q1,Winter,South,2019,12.6,5.1,0.2,,10.1,2.4,2019
Massachusetts,3800.0,3800.0,680.0,18.0,60.0,20.0,1.0,2019-Q1,17.894736842105264,Q1,Winter,Northeast,2019,10.3,0.0,0.0,4.3,6.3,0.9,2019
Michigan,24000.0,33000.0,6500.0,20.0,0.0,0.0,0.0,2019-Q1,19.696969696969695,Q1,Winter,Midwest,2019,18.2,5.8,1.5,0.2,12.2,0.7,2019
Minnesota,17000.0,43000.0,2200.0,5.0,80.0,470.0,1.0,2019-Q1,5.116279069767442,Q1,Winter,Midwest,2019,1.3,0.2,1.9,0.0,2.0,0.8,2019
Mississippi,26000.0,29000.0,2400.0,8.0,3800.0,1700.0,6.0,2019-Q1,8.275862068965518,Q1,Winter,South,2019,14.6,71.0,64.8,48.4,1.9,5.5,2019
Missouri,8500.0,8500.0,1100.0,13.0,80.0,60.0,1.0,2019-Q1,12.941176470588237,Q1,Winter,Midwest,2019,5.4,2.3,1.9,0.5,5.4,3.2,2019
Montana,37000.0,68000.0,3500.0,5.0,1700.0,1900.0,3.0,2019-Q1,5.147058823529411,Q1,Winter,West,2019,15.1,,0.0,0.8,0.8,1.1,2019
Nebraska,13500.0,16500.0,2500.0,15.0,0.0,0.0,0.0,2019-Q1,15.151515151515152,Q1,Winter,Midwest,2019,32.3,1.3,32.0,0.8,2.2,0.1,2019
New Jersey,6000.0,6000.0,310.0,5.0,130.0,60.0,1.0,2019-Q1,5.166666666666667,Q1,Winter,Northeast,2019,15.3,4.4,0.0,0.0,3.5,0.6,2019
New Mexico,4800.0,4800.0,170.0,4.0,0.0,0.0,0.0,2019-Q1,3.5416666666666665,Q1,Winter,West,2019,3.5,1.1,0.6,0.0,1.4,0.3,2019
New York,24000.0,24000.0,3400.0,14.0,110.0,80.0,,2019-Q1,14.166666666666666,Q1,Winter,Northeast,2019,10.6,2.5,1.7,1.7,7.7,9.0,2019
North Carolina,10500.0,14500.0,1700.0,12.0,750.0,890.0,6.0,2019-Q1,11.724137931034482,Q1,Winter,South,2019,16.4,2.0,0.2,0.7,2.2,3.4,2019
North Dakota,92000.0,102000.0,1100.0,1.0,0.0,1300.0,1.0,2019-Q1,1.0784313725490196,Q1,Winter,Midwest,2019,6.9,0.0,0.0,6.5,0.4,1.3,2019
Ohio,10500.0,12500.0,3500.0,28.0,1700.0,440.0,4.0,2019-Q1,28.000000000000004,Q1,Winter,Midwest,2019,49.3,9.9,11.1,1.1,6.7,3.1,2019
Oregon,89000.0,95000.0,7500.0,8.0,8000.0,1800.0,2.0,2019-Q1,7.894736842105263,Q1,Winter,West,2019,18.0,0.1,0.2,0.2,2.7,0.5,2019
Pennsylvania,15000.0,15000.0,2900.0,19.0,370.0,320.0,2.0,2019-Q1,19.333333333333332,Q1,Winter,Northeast,2019,15.3,4.6,3.7,4.0,7.5,9.5,2019
South Carolina,12000.0,13000.0,690.0,5.0,2000.0,340.0,3.0,2019-Q1,5.3076923076923075,Q1,Winter,South,2019,18.5,14.5,,1.7,12.4,1.0,2019
South Dakota,18500.0,18500.0,1100.0,6.0,0.0,0.0,0.0,2019-Q1,5.9459459459459465,Q1,Winter,Midwest,2019,0.8,,0.0,2.5,0.8,2.2,2019
Tennessee,6000.0,7000.0,1500.0,21.0,240.0,320.0,5.0,2019-Q1,21.428571428571427,Q1,Winter,South,2019,62.8,23.6,5.1,0.9,7.7,7.1,2019
Texas,260000.0,330000.0,17000.0,5.0,61000.0,35000.0,11.0,2019-Q1,5.151515151515151,Q1,Winter,South,2019,26.1,6.5,5.3,8.3,6.9,3.0,2019
Utah,8500.0,11000.0,1800.0,16.0,900.0,0.0,0.0,2019-Q1,16.363636363636363,Q1,Winter,West,2019,22.9,0.0,0.1,0.0,0.3,8.8,2019
Vermont,6500.0,6500.0,260.0,4.0,50.0,0.0,,2019-Q1,4.0,Q1,Winter,Northeast,2019,6.2,0.1,2.4,0.0,0.2,1.2,2019
Virginia,5500.0,5500.0,1100.0,20.0,80.0,110.0,2.0,2019-Q1,20.0,Q1,Winter,South,2019,16.6,12.8,0.8,0.3,3.9,9.3,2019
Washington,51000.0,75000.0,7000.0,9.0,5500.0,2200.0,3.0,2019-Q1,9.333333333333334,Q1,Winter,West,2019,22.3,0.8,0.6,0.3,0.8,0.2,2019
West Virginia,5000.0,7000.0,1300.0,19.0,20.0,60.0,1.0,2019-Q1,18.571428571428573,Q1,Winter,South,2019,10.3,3.2,1.1,0.2,5.0,1.3,2019
Wisconsin,16500.0,17000.0,3700.0,22.0,580.0,100.0,1.0,2019-Q1,21.764705882352942,Q1,Winter,Midwest,2019,15.9,3.2,0.7,1.1,13.8,5.0,2019
Wyoming,6500.0,9500.0,250.0,3.0,0.0,0.0,0.0,2019-Q1,2.631578947368421,Q1,Winter,West,2019,0.7,0.0,0.1,0.0,0.5,2.3,2019
Other,6070.0,6070.0,590.0,10.0,70.0,30.0,,2019-Q1,9.71993410214168,Q1,Winter,Other,2019,6.9,1.8,0.3,0.0,2.1,1.6,2019
Alabama,7000.0,7000.0,990.0,14.0,160.0,330.0,5.0,2019-Q3,14.142857142857142,Q3,Summer,South,2019,30.6,24.6,2.9,0.2,9.7,6.4,2019
Arizona,26000.0,30000.0,2000.0,7.0,5500.0,3800.0,13.0,2019-Q3,6.666666666666667,Q3,Summer,West,2019,29.0,9.9,2.7,11.4,13.2,0.6,2019
Arkansas,20000.0,21000.0,2100.0,10.0,170.0,680.0,3.0,2019-Q3,10.0,Q3,Summer,South,2019,53.2,19.7,6.8,50.5,6.9,39.3,2019
California,650000.0,700000.0,93000.0,13.0,87000.0,108000.0,15.0,2019-Q3,13.285714285714286,Q3,Summer,West,2019,49.0,11.5,8.7,16.0,11.1,3.2,2019
Colorado,33000.0,36000.0,9500.0,26.0,2200.0,3400.0,9.0,2019-Q3,26.38888888888889,Q3,Summer,West,2019,79.8,12.5,4.8,10.2,9.4,1.0,2019
Connecticut,4400.0,4400.0,200.0,5.0,70.0,470.0,11.0,2019-Q3,4.545454545454546,Q3,Summer,Northeast,2019,24.3,6.9,2.4,0.0,3.9,0.5,2019
Florida,210000.0,240000.0,20000.0,8.0,46000.0,33000.0,14.0,2019-Q3,8.333333333333332,Q3,Summer,South,2019,44.9,20.7,6.3,18.2,11.7,10.8,2019
Georgia,116000.0,118000.0,13000.0,11.0,12000.0,36000.0,31.0,2019-Q3,11.016949152542372,Q3,Summer,South,2019,52.5,18.6,1.6,25.8,17.1,4.6,2019
Hawaii,17000.0,17000.0,200.0,1.0,200.0,6000.0,35.0,2019-Q3,1.1764705882352942,Q3,Summer,West,2019,37.2,39.0,0.3,0.0,1.3,0.2,2019
Idaho,95000.0,111000.0,10500.0,9.0,8500.0,12500.0,11.0,2019-Q3,9.45945945945946,Q3,Summer,West,2019,59.9,15.4,21.7,9.9,18.5,0.8,2019
Illinois,13500.0,13500.0,940.0,7.0,460.0,1300.0,10.0,2019-Q3,6.962962962962963,Q3,Summer,Midwest,2019,35.9,8.3,0.7,2.5,5.5,11.5,2019
Indiana,14000.0,16000.0,1000.0,6.0,2200.0,1500.0,9.0,2019-Q3,6.25,Q3,Summer,Midwest,2019,55.7,15.2,3.0,23.1,19.2,1.4,2019
Iowa,30000.0,33000.0,3400.0,10.0,2000.0,4800.0,15.0,2019-Q3,10.303030303030303,Q3,Summer,Midwest,2019,39.4,7.1,5.8,26.3,27.8,3.6,2019
Kansas,7500.0,7500.0,1900.0,25.0,190.0,400.0,5.0,2019-Q3,25.333333333333336,Q3,Summer,Midwest,2019,67.5,33.8,21.8,23.9,1.2,0.5,2019
Kentucky,8000.0,8500.0,850.0,10.0,700.0,430.0,5.0,2019-Q3,10.0,Q3,Summer,South,2019,29.2,17.6,0.4,5.2,7.9,8.6,2019
Louisiana,42000.0,44000.0,4100.0,9.0,4400.0,13000.0,30.0,2019-Q3,9.318181818181818,Q3,Summer,South,2019,67.1,66.8,0.4,57.0,2.5,2.7,2019
Maine,11500.0,12000.0,1100.0,9.0,460.0,3500.0,29.0,2019-Q3,9.166666666666666,Q3,Summer,Northeast,2019,10.1,0.7,0.1,0.0,0.2,0.1,2019
Maryland,7500.0,7500.0,790.0,11.0,720.0,1200.0,16.0,2019-Q3,10.533333333333333,Q3,Summer,South,2019,26.7,2.7,0.0,0.3,5.1,1.4,2019
Massachusetts,13500.0,13500.0,1100.0,8.0,800.0,560.0,4.0,2019-Q3,8.148148148148149,Q3,Summer,Northeast,2019,13.0,2.9,0.2,,0.7,7.3,2019
Michigan,94000.0,99000.0,11000.0,11.0,3000.0,3300.0,3.0,2019-Q3,11.11111111111111,Q3,Summer,Midwest,2019,42.7,16.4,8.7,7.3,2.1,1.5,2019
Minnesota,126000.0,129000.0,21000.0,16.0,5000.0,2100.0,2.0,2019-Q3,16.27906976744186,Q3,Summer,Midwest,2019,54.9,8.2,4.0,13.4,6.6,2.1,2019
Mississippi,23000.0,23000.0,2900.0,13.0,550.0,850.0,4.0,2019-Q3,12.608695652173912,Q3,Summer,South,2019,59.1,45.6,2.4,25.4,4.0,5.1,2019
Missouri,10500.0,10500.0,500.0,5.0,260.0,350.0,3.0,2019-Q3,4.761904761904762,Q3,Summer,Midwest,2019,18.4,7.1,0.4,0.8,2.1,0.6,2019
Montana,147000.0,154000.0,18500.0,12.0,3600.0,12500.0,8.0,2019-Q3,12.012987012987013,Q3,Summer,West,2019,28.0,10.0,10.6,6.1,4.1,1.0,2019
Nebraska,40000.0,41000.0,3700.0,9.0,680.0,1400.0,3.0,2019-Q3,9.024390243902438,Q3,Summer,Midwest,2019,29.2,2.7,1.8,2.8,7.2,1.9,2019
New Jersey,16000.0,16000.0,680.0,4.0,650.0,3100.0,19.0,2019-Q3,4.25,Q3,Summer,Northeast,2019,26.1,2.3,0.3,0.2,0.5,0.1,2019
New Mexico,2400.0,5500.0,170.0,3.0,1000.0,550.0,10.0,2019-Q3,3.090909090909091,Q3,Summer,West,2019,39.5,29.1,0.9,0.0,0.8,0.0,2019
New York,65000.0,69000.0,8500.0,12.0,3200.0,3700.0,5.0,2019-Q3,12.318840579710146,Q3,Summer,Northeast,2019,30.7,11.5,1.2,8.2,2.5,3.8,2019
North Carolina,22000.0,22000.0,2700.0,12.0,1800.0,5000.0,23.0,2019-Q3,12.272727272727273,Q3,Summer,South,2019,26.9,11.3,19.7,4.0,9.7,5.7,2019
North Dakota,530000.0,530000.0,81000.0,15.0,15000.0,17500.0,3.0,2019-Q3,15.283018867924527,Q3,Summer,Midwest,2019,48.4,10.2,14.7,9.0,23.7,9.3,2019
Ohio,19500.0,19500.0,1600.0,8.0,2800.0,3000.0,15.0,2019-Q3,8.205128205128204,Q3,Summer,Midwest,2019,40.6,23.0,4.2,1.8,5.9,3.9,2019
Oklahoma,7500.0,7500.0,930.0,12.0,130.0,1100.0,15.0,2019-Q3,12.4,Q3,Summer,South,2019,29.0,1.4,0.1,0.1,4.1,4.4,2019
Oregon,83000.0,118000.0,8000.0,7.0,6000.0,21000.0,18.0,2019-Q3,6.779661016949152,Q3,Summer,West,2019,35.4,12.8,19.8,15.1,16.6,0.4,2019
Pennsylvania,19000.0,20000.0,980.0,5.0,1800.0,1900.0,10.0,2019-Q3,4.9,Q3,Summer,Northeast,2019,23.4,8.8,1.8,5.0,1.5,5.6,2019
South Carolina,14500.0,14500.0,2200.0,15.0,2000.0,1400.0,10.0,2019-Q3,15.172413793103448,Q3,Summer,South,2019,44.9,11.6,0.6,16.2,19.6,3.7,2019
South Dakota,255000.0,255000.0,51000.0,20.0,1300.0,8000.0,3.0,2019-Q3,20.0,Q3,Summer,Midwest,2019,10.4,3.5,0.3,14.0,4.0,1.5,2019
Tennessee,14000.0,14000.0,4500.0,32.0,2200.0,2200.0,16.0,2019-Q3,32.142857142857146,Q3,Summer,South,2019,51.4,23.3,0.2,9.1,11.5,1.5,2019
Texas,126000.0,133000.0,11000.0,8.0,6500.0,7000.0,5.0,2019-Q3,8.270676691729323,Q3,Summer,South,2019,21.9,18.3,4.4,11.5,7.2,2.1,2019
Utah,24000.0,29000.0,2800.0,10.0,3500.0,1700.0,6.0,2019-Q3,9.655172413793103,Q3,Summer,West,2019,29.4,4.9,5.5,0.2,0.6,4.6,2019
Vermont,7000.0,7000.0,120.0,2.0,80.0,490.0,7.0,2019-Q3,1.7142857142857144,Q3,Summer,Northeast,2019,22.2,4.3,0.7,0.0,0.5,0.1,2019
Virginia,9000.0,9000.0,570.0,6.0,350.0,820.0,9.0,2019-Q3,6.333333333333334,Q3,Summer,South,2019,37.9,18.3,0.9,1.3,2.7,3.1,2019
Washington,85000.0,97000.0,21000.0,22.0,12000.0,10000.0,10.0,2019-Q3,21.649484536082475,Q3,Summer,West,2019,47.3,0.9,2.5,4.6,9.4,0.3,2019
West Virginia,10000.0,10000.0,1100.0,11.0,200.0,1100.0,11.0,2019-Q3,11.0,Q3,Summer,South,2019,33.7,10.7,0.7,2.7,6.9,0.3,2019
Wisconsin,63000.0,63000.0,6500.0,10.0,2400.0,10000.0,16.0,2019-Q3,10.317460317460316,Q3,Summer,Midwest,2019,46.4,20.5,13.9,18.1,6.5,3.9,2019
Wyoming,24000.0,27000.0,3000.0,11.0,2500.0,3500.0,13.0,2019-Q3,11.11111111111111,Q3,Summer,West,2019,45.7,0.4,3.3,2.2,6.3,2.5,2019
Other,13660.0,13900.0,2080.0,15.0,320.0,900.0,6.0,2019-Q3,14.964028776978417,Q3,Summer,Other,2019,11.3,4.5,4.2,7.7,1.4,0.1,2019
Alabama,6000.0,6000.0,660.0,11.0,240.0,70.0,1.0,2019-Q4,11.0,Q4,Fall,South,2019,46.7,26.7,0.6,4.9,9.0,11.3,2019
Arizona,34000.0,36000.0,7000.0,19.0,300.0,300.0,1.0,2019-Q4,19.444444444444446,Q4,Fall,West,2019,53.9,1.5,0.4,23.3,4.0,2.9,2019
Arkansas,19000.0,19500.0,1600.0,8.0,430.0,310.0,2.0,2019-Q4,8.205128205128204,Q4,Fall,South,2019,47.7,39.7,1.4,7.8,12.5,32.8,2019
California,700000.0,1300000.0,136000.0,10.0,160000.0,37000.0,3.0,2019-Q4,10.461538461538462,Q4,Fall,West,2019,40.5,10.9,5.2,11.3,8.0,5.0,2019
Colorado,27000.0,27000.0,8000.0,30.0,1100.0,440.0,2.0,2019-Q4,29.629629629629626,Q4,Fall,West,2019,67.7,1.5,0.0,15.3,2.6,0.8,2019
Connecticut,3800.0,4000.0,300.0,8.0,10.0,50.0,1.0,2019-Q4,7.5,Q4,Fall,Northeast,2019,22.2,11.1,2.4,0.0,1.7,1.6,2019
Florida,270000.0,300000.0,30000.0,10.0,28000.0,15000.0,5.0,2019-Q4,10.0,Q4,Fall,South,2019,43.5,25.6,7.8,11.7,7.8,4.8,2019
Georgia,119000.0,131000.0,20000.0,15.0,10500.0,10500.0,8.0,2019-Q4,15.267175572519085,Q4,Fall,South,2019,34.3,18.2,5.6,9.1,2.6,4.4,2019
Hawaii,17000.0,17000.0,1300.0,8.0,300.0,50.0,,2019-Q4,7.647058823529412,Q4,Fall,West,2019,44.0,61.8,0.2,1.0,0.1,0.0,2019
Idaho,111000.0,196000.0,15500.0,8.0,1800.0,1000.0,1.0,2019-Q4,7.908163265306123,Q4,Fall,West,2019,20.3,4.3,5.4,10.5,9.9,1.1,2019
Illinois,13000.0,13000.0,1700.0,13.0,1000.0,1500.0,12.0,2019-Q4,13.076923076923078,Q4,Fall,Midwest,2019,28.9,27.3,1.1,3.4,8.9,8.9,2019
Indiana,17500.0,17500.0,1300.0,7.0,160.0,180.0,1.0,2019-Q4,7.428571428571429,Q4,Fall,Midwest,2019,20.7,15.0,2.6,6.7,1.6,0.6,2019
Iowa,32000.0,32000.0,7500.0,23.0,1500.0,530.0,2.0,2019-Q4,23.4375,Q4,Fall,Midwest,2019,61.0,17.8,5.6,25.2,19.7,4.2,2019
Kansas,4800.0,4900.0,650.0,13.0,190.0,460.0,9.0,2019-Q4,13.26530612244898,Q4,Fall,Midwest,2019,65.8,15.0,11.9,43.4,0.4,14.4,2019
Kentucky,8500.0,8500.0,410.0,5.0,190.0,170.0,2.0,2019-Q4,4.823529411764706,Q4,Fall,South,2019,33.0,20.1,0.2,5.3,12.0,9.9,2019
Louisiana,41000.0,46000.0,2300.0,5.0,70.0,80.0,,2019-Q4,5.0,Q4,Fall,South,2019,33.0,18.5,3.5,0.7,6.1,0.9,2019
Maine,11500.0,11500.0,770.0,7.0,110.0,40.0,,2019-Q4,6.695652173913043,Q4,Fall,Northeast,2019,20.5,0.0,0.1,2.5,0.3,0.2,2019
Maryland,6500.0,8000.0,1100.0,14.0,390.0,420.0,5.0,2019-Q4,13.750000000000002,Q4,Fall,South,2019,12.6,4.5,1.8,0.0,0.3,5.0,2019
Massachusetts,5000.0,5000.0,1200.0,24.0,60.0,130.0,3.0,2019-Q4,24.0,Q4,Fall,Northeast,2019,7.6,0.2,0.8,0.0,1.1,10.7,2019
Michigan,84000.0,84000.0,6500.0,8.0,820.0,1500.0,2.0,2019-Q4,7.738095238095238,Q4,Fall,Midwest,2019,37.0,9.7,9.2,8.3,1.1,3.8,2019
Minnesota,97000.0,97000.0,15500.0,16.0,3400.0,60.0,,2019-Q4,15.979381443298967,Q4,Fall,Midwest,2019,37.3,7.8,1.2,6.1,1.8,4.0,2019
Mississippi,21000.0,29000.0,3400.0,12.0,350.0,50.0,,2019-Q4,11.724137931034482,Q4,Fall,South,2019,41.0,38.0,4.1,13.9,10.5,5.2,2019
Missouri,9000.0,10000.0,1500.0,15.0,260.0,10.0,,2019-Q4,15.0,Q4,Fall,Midwest,2019,19.2,5.9,0.2,0.1,1.5,0.4,2019
Montana,71000.0,79000.0,7000.0,9.0,770.0,4000.0,5.0,2019-Q4,8.860759493670885,Q4,Fall,West,2019,15.7,1.8,,0.8,2.8,0.3,2019
Nebraska,37000.0,38000.0,2700.0,7.0,320.0,10.0,,2019-Q4,7.105263157894736,Q4,Fall,Midwest,2019,5.8,1.0,0.0,3.5,2.8,6.4,2019
New Jersey,15500.0,15500.0,220.0,1.0,60.0,80.0,1.0,2019-Q4,1.4193548387096775,Q4,Fall,Northeast,2019,2.5,0.9,0.0,0.0,1.3,0.5,2019
New Mexico,6000.0,6000.0,70.0,1.0,30.0,10.0,,2019-Q4,1.1666666666666667,Q4,Fall,West,2019,5.2,0.3,0.4,0.0,2.6,0.0,2019
New York,65000.0,65000.0,10000.0,15.0,630.0,510.0,1.0,2019-Q4,15.384615384615385,Q4,Fall,Northeast,2019,33.3,24.8,3.0,8.7,3.2,4.0,2019
North Carolina,17500.0,18000.0,3200.0,18.0,240.0,770.0,4.0,2019-Q4,17.77777777777778,Q4,Fall,South,2019,44.5,21.0,4.5,2.4,15.7,11.7,2019
North Dakota,420000.0,420000.0,27000.0,6.0,3000.0,4300.0,1.0,2019-Q4,6.428571428571428,Q4,Fall,Midwest,2019,43.0,7.1,1.8,3.7,2.0,1.7,2019
Ohio,19000.0,19000.0,2700.0,14.0,800.0,390.0,2.0,2019-Q4,14.210526315789473,Q4,Fall,Midwest,2019,33.2,5.6,0.4,0.6,3.3,7.6,2019
Oklahoma,6500.0,37000.0,2500.0,7.0,460.0,0.0,0.0,2019-Q4,6.756756756756757,Q4,Fall,South,2019,1.0,0.4,0.0,0.4,0.4,0.1,2019
Oregon,115000.0,130000.0,15000.0,12.0,650.0,2000.0,2.0,2019-Q4,11.538461538461538,Q4,Fall,West,2019,35.8,2.1,4.7,1.8,16.6,16.0,2019
Pennsylvania,21000.0,21000.0,3800.0,18.0,1600.0,1100.0,5.0,2019-Q4,18.095238095238095,Q4,Fall,Northeast,2019,33.2,4.6,1.0,3.2,2.3,2.9,2019
South Carolina,12500.0,13500.0,1900.0,14.0,1400.0,430.0,3.0,2019-Q4,14.074074074074074,Q4,Fall,South,2019,56.7,18.4,1.7,3.5,13.1,6.3,2019
South Dakota,189000.0,189000.0,7500.0,4.0,0.0,40.0,,2019-Q4,3.968253968253968,Q4,Fall,Midwest,2019,12.2,6.1,3.2,5.6,11.2,1.5,2019
Tennessee,11000.0,11000.0,1300.0,12.0,20.0,70.0,1.0,2019-Q4,11.818181818181818,Q4,Fall,South,2019,66.6,53.5,0.0,33.6,7.6,9.1,2019
Texas,129000.0,240000.0,17500.0,7.0,8000.0,1700.0,1.0,2019-Q4,7.291666666666667,Q4,Fall,South,2019,23.1,14.0,4.6,4.9,5.8,1.4,2019
Utah,30000.0,32000.0,4400.0,14.0,970.0,90.0,,2019-Q4,13.750000000000002,Q4,Fall,West,2019,22.1,2.0,2.0,10.3,0.2,0.3,2019
Vermont,7000.0,7000.0,190.0,3.0,100.0,270.0,4.0,2019-Q4,2.7142857142857144,Q4,Fall,Northeast,2019,21.0,1.3,0.6,0.8,0.6,0.9,2019
Virginia,8000.0,8000.0,1200.0,15.0,10.0,190.0,2.0,2019-Q4,15.0,Q4,Fall,South,2019,37.7,18.6,0.4,0.0,5.3,6.0,2019
Washington,89000.0,93000.0,12500.0,13.0,810.0,100.0,,2019-Q4,13.440860215053762,Q4,Fall,West,2019,40.3,2.3,0.6,19.6,2.9,3.2,2019
West Virginia,7500.0,8000.0,1500.0,19.0,30.0,1600.0,20.0,2019-Q4,18.75,Q4,Fall,South,2019,65.8,10.7,1.1,0.4,6.1,2.2,2019
Wisconsin,46000.0,46000.0,8500.0,18.0,1800.0,3000.0,7.0,2019-Q4,18.478260869565215,Q4,Fall,Midwest,2019,40.0,22.1,14.8,14.1,22.0,7.3,2019
Wyoming,27000.0,28000.0,3300.0,12.0,100.0,490.0,2.0,2019-Q4,11.785714285714285,Q4,Fall,West,2019,27.6,12.3,3.2,0.0,4.3,13.2,2019
Other,11010.0,11510.0,1340.0,12.0,280.0,0.0,0.0,2019-Q4,11.642050390964378,Q4,Fall,Other,2019,13.6,2.3,0.3,0.3,32.4,0.9,2019
Alabama,5500.0,7000.0,410.0,6.0,1900.0,780.0,11.0,2020-Q1,5.857142857142858,Q1,Winter,South,2020,12.4,3.4,0.0,0.1,1.7,4.3,2020
Arizona,29000.0,31000.0,8500.0,27.0,3000.0,120.0,,2020-Q1,27.419354838709676,Q1,Winter,West,2020,31.7,,,0.0,10.1,9.0,2020
Arkansas,16500.0,16500.0,1600.0,10.0,1800.0,30.0,,2020-Q1,9.696969696969697,Q1,Winter,South,2020,31.7,22.7,,2.6,,11.2,2020
California,1350000.0,1710000.0,230000.0,13.0,240000.0,66000.0,4.0,2020-Q1,13.450292397660817,Q1,Winter,West,2020,22.4,6.0,5.0,5.3,5.3,4.2,2020
Colorado,4500.0,13000.0,670.0,5.0,4000.0,500.0,4.0,2020-Q1,5.153846153846154,Q1,Winter,West,2020,20.8,0.0,,,10.8,2.4,2020
Connecticut,3700.0,3800.0,330.0,9.0,360.0,0.0,0.0,2020-Q1,8.68421052631579,Q1,Winter,Northeast,2020,11.2,2.9,,0.0,2.8,3.0,2020
Florida,295000.0,305000.0,30000.0,10.0,41000.0,8000.0,3.0,2020-Q1,9.836065573770492,Q1,Winter,South,2020,28.0,14.2,5.5,5.3,8.7,10.9,2020
Georgia,115000.0,119000.0,14500.0,12.0,41000.0,22000.0,18.0,2020-Q1,12.184873949579831,Q1,Winter,South,2020,50.9,3.4,,,,7.5,2020
Hawaii,16000.0,16000.0,1800.0,11.0,1300.0,2200.0,14.0,2020-Q1,11.25,Q1,Winter,West,2020,75.3,60.8,,0.0,,,2020
Idaho,156000.0,168000.0,18500.0,11.0,4400.0,920.0,1.0,2020-Q1,11.011904761904761,Q1,Winter,West,2020,10.4,0.8,,2.8,2.1,1.9,2020
Illinois,11500.0,11500.0,2400.0,21.0,2900.0,160.0,1.0,2020-Q1,20.869565217391305,Q1,Winter,Midwest,2020,17.2,8.9,,0.0,7.3,10.0,2020
Indiana,11000.0,11000.0,1600.0,15.0,1500.0,420.0,4.0,2020-Q1,14.545454545454545,Q1,Winter,Midwest,2020,8.2,0.5,,2.9,1.9,6.2,2020
Iowa,9000.0,17000.0,1600.0,9.0,6000.0,420.0,2.0,2020-Q1,9.411764705882353,Q1,Winter,Midwest,2020,22.3,1.9,0.0,,5.7,5.5,2020
Kansas,4500.0,6500.0,760.0,12.0,2000.0,130.0,2.0,2020-Q1,11.692307692307692,Q1,Winter,Midwest,2020,13.3,8.1,7.8,7.8,3.1,11.3,2020
Kentucky,7000.0,11000.0,1200.0,11.0,1400.0,120.0,1.0,2020-Q1,10.909090909090908,Q1,Winter,South,2020,17.4,2.6,2.0,,7.6,6.5,2020
Louisiana,44000.0,48000.0,4800.0,10.0,9000.0,20000.0,42.0,2020-Q1,10.0,Q1,Winter,South,2020,26.5,7.0,0.7,1.2,1.4,0.6,2020
Maine,1300.0,1300.0,160.0,12.0,460.0,0.0,0.0,2020-Q1,12.307692307692308,Q1,Winter,Northeast,2020,19.6,1.2,0.7,0.0,2.2,3.0,2020
Maryland,7000.0,7000.0,1900.0,27.0,1900.0,30.0,,2020-Q1,27.142857142857142,Q1,Winter,South,2020,19.9,1.5,,0.0,8.5,2.4,2020
Massachusetts,3800.0,3800.0,470.0,12.0,1100.0,100.0,3.0,2020-Q1,12.368421052631579,Q1,Winter,Northeast,2020,13.9,0.5,1.8,,4.5,2.2,2020
Michigan,60000.0,60000.0,7000.0,12.0,10000.0,100.0,,2020-Q1,11.666666666666666,Q1,Winter,Midwest,2020,8.1,0.5,,,,0.7,2020
Minnesota,21000.0,58000.0,920.0,2.0,1300.0,40.0,,2020-Q1,1.5862068965517242,Q1,Winter,Midwest,2020,3.5,0.0,0.0,,4.3,,2020
Mississippi,26000.0,28000.0,5000.0,18.0,16000.0,660.0,2.0,2020-Q1,17.857142857142858,Q1,Winter,South,2020,58.6,50.9,,1.8,14.5,3.6,2020
Missouri,8500.0,8500.0,5500.0,65.0,3400.0,0.0,0.0,2020-Q1,64.70588235294117,Q1,Winter,Midwest,2020,8.4,3.4,0.9,1.6,2.1,3.4,2020
Nebraska,9000.0,17000.0,670.0,4.0,70.0,0.0,0.0,2020-Q1,3.9411764705882355,Q1,Winter,Midwest,2020,2.2,,,0.0,,0.8,2020
New Jersey,6500.0,6500.0,430.0,7.0,800.0,40.0,1.0,2020-Q1,6.615384615384616,Q1,Winter,Northeast,2020,9.4,2.9,0.5,,3.2,2.3,2020
New Mexico,6000.0,6000.0,40.0,1.0,120.0,0.0,0.0,2020-Q1,0.6666666666666667,Q1,Winter,West,2020,2.1,0.0,0.0,0.0,0.7,,2020
New York,29000.0,36000.0,2500.0,7.0,230.0,370.0,1.0,2020-Q1,6.944444444444445,Q1,Winter,Northeast,2020,6.6,2.9,0.0,0.0,1.7,7.7,2020
North Carolina,15000.0,24000.0,2500.0,10.0,2600.0,490.0,2.0,2020-Q1,10.416666666666668,Q1,Winter,South,2020,35.7,7.1,4.8,0.6,1.4,5.1,2020
North Dakota,53000.0,82000.0,7500.0,9.0,0.0,0.0,0.0,2020-Q1,9.146341463414634,Q1,Winter,Midwest,2020,0.6,0.0,0.0,0.0,3.1,0.0,2020
Ohio,15500.0,21000.0,6000.0,29.0,840.0,1100.0,5.0,2020-Q1,28.57142857142857,Q1,Winter,Midwest,2020,17.6,3.6,1.1,,3.0,13.4,2020
Oklahoma,19500.0,19500.0,700.0,4.0,5000.0,0.0,0.0,2020-Q1,3.5897435897435894,Q1,Winter,South,2020,11.4,0.6,,0.5,,,2020
